aligned,lapvar,lpips,method,n_inliers,niqe,pair,psnr,scenario,ssim
False,550.9170034700452,0.6361746788024902,A2_raft,0,5.9270465334540585,pair_04,20.654077898220034,S2,0.6616777816291965
True,440.93972083329396,0.5549918413162231,A3_learned,21,5.971275916067576,pair_04,21.324071738590867,S2,0.7060041137128793
True,17.777385937478016,0.4531870186328888,P3_fidelity_lg,21,6.551349445178941,pair_04,24.3783904988952,S2,0.8311582411399441
,1.4472119791208233,0.421625018119812,Base_M1,,10.072324063351767,pair_05,21.785714756339093,S2,0.8003009078317448
False,3.58328333332357,0.41419553756713867,B1_lanczos,0,9.479620302378214,pair_05,21.782578475573654,S2,0.7986994820329157
True,5.626780729120827,0.42229244112968445,B2_homog_alpha,6,9.977890613532807,pair_05,21.7298829517336,S2,0.798986650789045
False,269.7139874793361,0.44254857301712036,B3_affine_alpha,0,5.908495918516974,pair_05,16.111539076799207,S2,0.7131964766274304
False,269.7139874793361,0.44254857301712036,V2_affine_only,0,5.908495918516974,pair_05,16.111539076799207,S2,0.7131964766274304
False,269.7139874793361,0.44254857301712036,V3_affine_flow,0,5.908495918516974,pair_05,16.111539076799207,S2,0.7131964766274304
False,2746.2428754267266,0.5902930498123169,V4_affine_lab,0,5.396821837697462,pair_05,18.351157000829573,S2,0.6470163882885727
False,119.27314947407525,0.38589170575141907,V5_full_nopost,0,6.980514222977919,pair_05,21.640793081612067,S2,0.7816024250860983
False,2746.2428754267266,0.5902930498123169,V5_full,0,5.396821837697462,pair_05,18.351157000829573,S2,0.6470163882885727
False,119.27314947407525,0.38589170575141907,P1_fidelity,0,6.980514222977919,pair_05,21.640793081612067,S2,0.7816024250860983
False,774.3974885106757,0.44818130135536194,P2_light_post,0,5.36067983785549,pair_05,20.376927891588807,S2,0.7416032114676693
True,1530.8295822822818,0.5375511646270752,A1_lightglue,36,5.415735414177095,pair_05,19.272591275111132,S2,0.6741431818766425
False,2746.2428754267266,0.5902930498123169,A2_raft,0,5.396821837697462,pair_05,18.351157000829573,S2,0.6470163882885727
True,3389.2415395629673,0.5271203517913818,A3_learned,36,5.481677449176913,pair_05,18.029406781864186,S2,0.6630977482312778
True,51.56844635404704,0.3670388162136078,P3_fidelity_lg,36,6.630720017406053,pair_05,21.73213988616706,S2,0.7918354448161241
,1.2886885416276035,0.41211986541748047,Base_M1,,10.022726059093342,pair_06,26.589678015596093,S2,0.8459745771106479
False,3.059686458306207,0.4051049053668976,B1_lanczos,0,9.446461007281755,pair_06,26.578838559578113,S2,0.8442311820637455
True,52.004069241112944,0.348383367061615,B2_homog_alpha,17,4.751391483655008,pair_06,19.571497637725145,S2,0.7686878747214828
True,48.34398382926187,0.503380537033081,B3_affine_alpha,5,4.7887390731794905,pair_06,16.126272813696172,S2,0.7061625083875999
True,48.34398382926187,0.503380537033081,V2_affine_only,5,4.7887390731794905,pair_06,16.126272813696172,S2,0.7061625083875999
True,56.05389985544163,0.5027849674224854,V3_affine_flow,5,4.187147880760255,pair_06,16.1145885133068,S2,0.7045225615375258
True,270.906309346171,0.6425343751907349,V4_affine_lab,5,5.236820716598888,pair_06,19.88801079313637,S2,0.6787772177532878
True,9.11413020692708,0.3979819715023041,V5_full_nopost,5,8.057028745322242,pair_06,26.53888691005996,S2,0.8361164968103244
True,241.5270770105457,0.6382282972335815,V5_full,5,5.326424379745254,pair_06,19.947570534312003,S2,0.6834558144735731
True,9.11413020692708,0.3979819715023041,P1_fidelity,5,8.057028745322242,pair_06,26.53888691005996,S2,0.8361164968103244
True,58.58680048469372,0.49454593658447266,P2_light_post,5,5.629440604024271,pair_06,22.330051301109783,S2,0.7912808005121619
True,264.6042838511758,0.5632625818252563,A1_lightglue,21,5.582850930118201,pair_06,20.20432157319899,S2,0.713668947992589
True,266.62713749541547,0.597267210483551,A2_raft,5,5.33597324768906,pair_06,19.9889349222707,S2,0.6924063438719252
True,271.3742458327593,0.5607658624649048,A3_learned,21,5.633082436110143,pair_06,20.200750537486677,S2,0.7140024791484162
True,10.5248265624216,0.3950054347515106,P3_fidelity_lg,21,6.489172628731604,pair_06,26.540336235336333,S2,0.8390115533668967
,1.3814499006057126,0.4063792824745178,Base_M1,,10.375097917074683,pair_07,26.002647072964095,S2,0.8534648389306625
False,3.1740133455417108,0.399131178855896,B1_lanczos,0,9.425503855205777,pair_07,25.99153659952348,S2,0.8517162530778519
True,54.07519143370579,0.3316216766834259,B2_homog_alpha,36,5.224650894001915,pair_07,19.245896383696426,S2,0.7823638796299571
True,60.1070428673092,0.4346884489059448,B3_affine_alpha,9,5.346219109137444,pair_07,17.45954503422752,S2,0.7391693966650583
True,60.1070428673092,0.4346884489059448,V2_affine_only,9,5.346219109137444,pair_07,17.45954503422752,S2,0.7391693966650583
True,67.31231743361475,0.4387264549732208,V3_affine_flow,9,5.204747137054376,pair_07,17.434082450055147,S2,0.7377311659340965
True,286.3606732917287,0.613768458366394,V4_affine_lab,9,5.5614696022853805,pair_07,19.734027816660678,S2,0.678800656963104
True,9.03761566390581,0.3924548923969269,V5_full_nopost,9,8.295168769808305,pair_07,25.968681196616195,S2,0.8456098276909759
True,238.13602594237167,0.6112183928489685,V5_full,9,5.565055903007903,pair_07,19.802652038410656,S2,0.6842105180208404
True,9.03761566390581,0.3924548923969269,P1_fidelity,9,8.295168769808305,pair_07,25.968681196616195,S2,0.8456098276909759
True,57.236358370083224,0.4657197892665863,P2_light_post,9,6.048833793995809,pair_07,21.729978473872347,S2,0.7959346881681664
True,264.8004693544507,0.5776472687721252,A1_lightglue,24,5.556163989047047,pair_07,19.90868840066902,S2,0.6995014733142801
True,286.3606732917287,0.613768458366394,A2_raft,9,5.5614696022853805,pair_07,19.734027816660678,S2,0.678800656963104
True,292.7943428107347,0.5671091079711914,A3_learned,24,5.647902255131378,pair_07,19.902805042060933,S2,0.7010309808801258
True,9.965096001440932,0.39196667075157166,P3_fidelity_lg,24,6.879270493790301,pair_07,25.968322492461166,S2,0.8460247193241135
,1.15814628789611,0.23132042586803436,Base_M1,,11.97096171764684,pair_08,29.898629761269294,S2,0.9300091356051733
False,2.667904006659261,0.2280760556459427,B1_lanczos,0,11.612538138587466,pair_08,29.876269901524807,S2,0.9285773635000553
True,1685.4883550847762,0.616728663444519,B2_homog_alpha,6,10.700818573992144,pair_08,14.183459356442237,S2,0.6716978973673595
True,288.2965141565357,0.5000023245811462,B3_affine_alpha,4,6.859382281392552,pair_08,16.81710566502691,S2,0.7594113022686727
True,288.2965141565357,0.5000023245811462,V2_affine_only,4,6.859382281392552,pair_08,16.81710566502691,S2,0.7594113022686727
True,249.28311146142815,0.5010769963264465,V3_affine_flow,4,6.4626591262012365,pair_08,16.801919564728344,S2,0.756685163074748
True,1494.5623819835803,0.6227842569351196,V4_affine_lab,4,7.6234086753246535,pair_08,23.09902845414687,S2,0.6934907648437417
True,31.74019352378314,0.2939273715019226,V5_full_nopost,4,9.538448746197357,pair_08,29.67060876226142,S2,0.9060817303595589
True,850.7549157291862,0.6118619441986084,V5_full,4,7.432230494932744,pair_08,23.92072269731824,S2,0.7015887370127191
True,31.74019352378314,0.2939273715019226,P1_fidelity,4,9.538448746197357,pair_08,29.67060876226142,S2,0.9060817303595589
True,217.38834242237448,0.44596177339553833,P2_light_post,4,6.642114285295148,pair_08,26.560091832649224,S2,0.8312592536039041
True,249.72537797947965,0.5373830795288086,A1_lightglue,19,8.21038827544376,pair_08,24.329034068639253,S2,0.7436227495519552
True,1494.5623819835803,0.6227842569351196,A2_raft,4,7.6234086753246535,pair_08,23.09902845414687,S2,0.6934907648437417
True,334.2861876242348,0.5451827049255371,A3_learned,19,8.226816359127039,pair_08,24.017358315684923,S2,0.7308044490988074
True,9.788585081981369,0.24717608094215393,P3_fidelity_lg,19,10.079053559120057,pair_08,29.82500749623656,S2,0.917841775845018
,1.1616020833333334,0.35298508405685425,Base_M1,,11.541040301464939,pair_09,25.33143748715441,S2,0.8894479858821371
False,3.0684187497873268,0.34569039940834045,B1_lanczos,0,10.471727525376565,pair_09,25.322287369233276,S2,0.8876359077511121
True,537.7686791322875,0.6275927424430847,B2_homog_alpha,6,6.537397159587451,pair_09,14.692610576701819,S2,0.6482058380441713
False,69.23933071685951,0.43516847491264343,B3_affine_alpha,0,6.902645596009962,pair_09,16.34465513554494,S2,0.7713682489097472
False,69.23933071685951,0.43516847491264343,V2_affine_only,0,6.902645596009962,pair_09,16.34465513554494,S2,0.7713682489097472
False,69.23933071685951,0.43516847491264343,V3_affine_flow,0,6.902645596009962,pair_09,16.34465513554494,S2,0.7713682489097472
False,412.4521564608393,0.5934243202209473,V4_affine_lab,0,6.553997976474292,pair_09,21.853369108347742,S2,0.6980061473186338
False,16.299292177395568,0.34994471073150635,V5_full_nopost,0,8.051832955163253,pair_09,25.272125150760836,S2,0.8729324863400136
False,412.4521564608393,0.5934243202209473,V5_full,0,6.553997976474292,pair_09,21.853369108347742,S2,0.6980061473186338
False,16.299292177395568,0.34994471073150635,P1_fidelity,0,8.051832955163253,pair_09,25.272125150760836,S2,0.8729324863400136
False,102.60420514942605,0.4331884980201721,P2_light_post,0,6.066877607544033,pair_09,23.31644974648787,S2,0.8173688390037114
True,303.96167025829857,0.525774359703064,A1_lightglue,18,6.338180772986123,pair_09,21.99238969551475,S2,0.7308300532291008
False,412.4521564608393,0.5934243202209473,A2_raft,0,6.553997976474292,pair_09,21.853369108347742,S2,0.6980061473186338
True,339.435768742704,0.5227606296539307,A3_learned,18,6.496053614809835,pair_09,21.879433824756994,S2,0.7275216408048408
True,12.002071873670792,0.33318430185317993,P3_fidelity_lg,18,6.732488162087143,pair_09,25.285523595560445,S2,0.8795468084187499
,1.1799749997222229,0.39698559045791626,Base_M1,,11.34886108892674,pair_10,25.588298260584274,S2,0.886141349266579
False,3.1705052080891925,0.38699886202812195,B1_lanczos,0,10.483901166979505,pair_10,25.578719235338156,S2,0.8842185838410735
True,24.416175501204165,0.5081073641777039,B2_homog_alpha,7,10.114906992759046,pair_10,15.429091880003023,S2,0.8215120551724767
False,80.57917082638895,0.44050610065460205,B3_affine_alpha,9,7.029393695698604,pair_10,17.167873341293557,S2,0.7876807593283257
False,80.57917082638895,0.44050610065460205,V2_affine_only,9,7.029393695698604,pair_10,17.167873341293557,S2,0.7876807593283257
False,80.57917082638895,0.44050610065460205,V3_affine_flow,9,7.029393695698604,pair_10,17.167873341293557,S2,0.7876807593283257
False,458.55598221944,0.586254358291626,V4_affine_lab,9,6.69828230695325,pair_10,21.904704462004617,S2,0.6978799899358261
False,16.482413538502605,0.3799726665019989,V5_full_nopost,9,8.425669061140558,pair_10,25.523608085456218,S2,0.8724971719610413
False,458.55598221944,0.586254358291626,V5_full,9,6.69828230695325,pair_10,21.904704462004617,S2,0.6978799899358261
False,16.482413538502605,0.3799726665019989,P1_fidelity,9,8.425669061140558,pair_10,25.523608085456218,S2,0.8724971719610413
False,112.02835623663093,0.43838730454444885,P2_light_post,9,6.015533013466655,pair_10,23.410250957443594,S2,0.8159059144285588
True,314.98243945641923,0.5534833669662476,A1_lightglue,21,6.747439134874312,pair_10,22.161603474976953,S2,0.7264629305338891
False,458.55598221944,0.586254358291626,A2_raft,9,6.69828230695325,pair_10,21.904704462004617,S2,0.6978799899358261
True,399.4868967799304,0.5472948551177979,A3_learned,21,6.776303603459639,pair_10,21.97375910168151,S2,0.7209175146996516
True,12.2448390603513,0.3728976249694824,P3_fidelity_lg,21,7.216255276326923,pair_10,25.5464316344232,S2,0.8776774749334617
,1.418403388993248,0.4168158173561096,Base_M1,,10.14608529116348,pair_11,26.26151555864947,S2,0.8373661421133209
False,3.317429314349263,0.41018542647361755,B1_lanczos,0,9.322200680916986,pair_11,26.249972374041825,S2,0.8355542700985338
True,109.74307027687617,0.2878662943840027,B2_homog_alpha,24,4.488743393120888,pair_11,20.043437917049328,S2,0.7904325312015894
True,119.67945899133973,0.4238620400428772,B3_affine_alpha,6,4.710783120799206,pair_11,17.79975587734056,S2,0.7307514258869137
True,119.67945899133973,0.4238620400428772,V2_affine_only,6,4.710783120799206,pair_11,17.79975587734056,S2,0.7307514258869137
True,125.31136464135892,0.43464288115501404,V3_affine_flow,6,4.487712000845788,pair_11,17.774916134424604,S2,0.729989601985582
True,553.938903635092,0.618110716342926,V4_affine_lab,6,5.458669586893737,pair_11,19.836458435733977,S2,0.6601634378191881
True,14.194974775195439,0.3964684009552002,V5_full_nopost,6,8.070598792607791,pair_11,26.20263544826205,S2,0.8280154719521142
True,334.23623892978054,0.6236299872398376,V5_full,6,5.38557121231442,pair_11,20.055460642022375,S2,0.6715379873986997
True,14.194974775195439,0.3964684009552002,P1_fidelity,6,8.070598792607791,pair_11,26.20263544826205,S2,0.8280154719521142
True,82.69158428826316,0.48198264837265015,P2_light_post,6,5.855484195023994,pair_11,22.105155832729572,S2,0.7816950066285672
True,378.52770831776985,0.6183319687843323,A1_lightglue,27,5.407009471249146,pair_11,20.196075153519114,S2,0.6727207313708777
True,553.938903635092,0.618110716342926,A2_raft,6,5.458669586893737,pair_11,19.836458435733977,S2,0.6601634378191881
True,359.6147492601199,0.6004562377929688,A3_learned,27,5.401833808819927,pair_11,20.257799500115723,S2,0.685394706382632
True,15.851087750919662,0.3918500542640686,P3_fidelity_lg,27,7.5215598426038985,pair_11,26.191115734062002,S2,0.8274675513496786
,6.768066982837828,0.41462185978889465,Base_M1,,7.821429313151114,pair_01,25.984943565528795,S3,0.8059515968758141
False,9.52964444224699,0.4105525314807892,B1_lanczos,0,7.523874164841299,pair_01,25.97644957917678,S3,0.8038988593647907
True,73.5063622499512,0.4161803722381592,B2_homog_alpha,24,3.934968400190825,pair_01,19.04857516064403,S3,0.7394523401092115
True,83.6018720937612,0.503268837928772,B3_affine_alpha,6,4.049603344228349,pair_01,17.598659743185518,S3,0.7002225794664974
True,83.6018720937612,0.503268837928772,V2_affine_only,6,4.049603344228349,pair_01,17.598659743185518,S3,0.7002225794664974
True,84.84907608591291,0.5063098669052124,V3_affine_flow,6,3.945927344117557,pair_01,17.53540948888836,S3,0.6984233822853169
True,438.694010538801,0.5426241159439087,V4_affine_lab,6,4.559055731895304,pair_01,18.87760176135049,S3,0.6128747204473897
True,21.064752976854123,0.4111528992652893,V5_full_nopost,6,5.56482372015803,pair_01,25.928019579650826,S3,0.7968477858029569
True,431.2567210282837,0.5418388843536377,V5_full,6,4.502380170259674,pair_01,18.901193448692823,S3,0.6128208435557091
True,21.064752976854123,0.4111528992652893,P1_fidelity,6,5.56482372015803,pair_01,25.928019579650826,S3,0.7968477858029569
True,117.17209278259853,0.42694634199142456,P2_light_post,6,4.43464251520437,pair_01,21.72526316995476,S3,0.737101376043378
True,371.19273070027,0.5140659809112549,A1_lightglue,24,4.536534807394649,pair_01,19.34150037517724,S3,0.6366941709854781
True,339.9327083865951,0.5212183594703674,A2_raft,6,4.664530232019098,pair_01,18.968107789123238,S3,0.6222050478589867
True,339.6653354559579,0.5084448456764221,A3_learned,24,4.704002231145761,pair_01,19.356390812038306,S3,0.6404361469080433
True,18.270794029191094,0.401401162147522,P3_fidelity_lg,24,5.429069208897588,pair_01,25.936654493798375,S3,0.7998226305998464
,12.448385897206405,0.3376116156578064,Base_M1,,7.382848352770788,pair_02,26.14180162558551,S3,0.8422282032083225
False,14.5404121572236,0.33243706822395325,B1_lanczos,0,7.194566811831348,pair_02,26.13366790479033,S3,0.8403927673534152
True,60.2354756778466,0.3428845703601837,B2_homog_alpha,29,3.9225810920842497,pair_02,19.3521967415979,S3,0.7693562159507537
True,53.444182087341815,0.44761329889297485,B3_affine_alpha,6,4.163859680432523,pair_02,16.4211308452521,S3,0.7081702086153733
True,53.444182087341815,0.44761329889297485,V2_affine_only,6,4.163859680432523,pair_02,16.4211308452521,S3,0.7081702086153733
True,64.96556107323505,0.45361238718032837,V3_affine_flow,6,3.667953890091996,pair_02,16.389962347207135,S3,0.7035350558118506
True,401.16992529511236,0.5310750603675842,V4_affine_lab,6,4.7090952240663055,pair_02,19.578392277031778,S3,0.6561143355237571
True,20.027362210100957,0.33695101737976074,V5_full_nopost,6,5.383619862069487,pair_02,26.100465485122797,S3,0.8338334669194113
True,383.252537836858,0.5281046628952026,V5_full,6,4.72466731736828,pair_02,19.605908372416568,S3,0.6588838112029489
True,20.027362210100957,0.33695101737976074,P1_fidelity,6,5.383619862069487,pair_02,26.100465485122797,S3,0.8338334669194113
True,105.62151309936625,0.4018141031265259,P2_light_post,6,4.368332913816508,pair_02,22.126165510969575,S3,0.7786777846968238
True,443.90610282945244,0.48312705755233765,A1_lightglue,26,4.826786703140613,pair_02,19.63117297502425,S3,0.6811067521178741
True,410.5704627239178,0.5019339323043823,A2_raft,6,4.926809672513092,pair_02,19.60990061495019,S3,0.6656818999857739
True,487.78862153866726,0.4713105857372284,A3_learned,26,4.912018556081267,pair_02,19.62550595861222,S3,0.685192668111459
True,22.670141882769062,0.33268094062805176,P3_fidelity_lg,26,5.052596820907417,pair_02,26.09378441287899,S3,0.8345360426743125
,14.033955207981773,0.37197545170783997,Base_M1,,8.417303276735312,pair_03,24.349065896449133,S3,0.8481347093292652
False,16.741213015741906,0.36884862184524536,B1_lanczos,0,8.401639994138186,pair_03,24.343539206141145,S3,0.846146162243411
True,73.92596247558579,0.3589763641357422,B2_homog_alpha,9,6.104870742994733,pair_03,19.143421381304925,S3,0.7896694852145315
False,91.36699374555558,0.532940685749054,B3_affine_alpha,0,5.786916858027713,pair_03,15.724492370481764,S3,0.7313230849780741
False,91.36699374555558,0.532940685749054,V2_affine_only,0,5.786916858027713,pair_03,15.724492370481764,S3,0.7313230849780741
False,91.36699374555558,0.532940685749054,V3_affine_flow,0,5.786916858027713,pair_03,15.724492370481764,S3,0.7313230849780741
False,538.2301425958292,0.5216964483261108,V4_affine_lab,0,5.704543450512911,pair_03,20.336848813993953,S3,0.6352284086549823
False,31.223043748957238,0.40010619163513184,V5_full_nopost,0,5.98305034187335,pair_03,24.284451457551448,S3,0.8318928425823734
False,538.2301425958292,0.5216964483261108,V5_full,0,5.704543450512911,pair_03,20.336848813993953,S3,0.6352284086549823
False,31.223043748957238,0.40010619163513184,P1_fidelity,0,5.98305034187335,pair_03,24.284451457551448,S3,0.8318928425823734
False,155.5397135273166,0.4213058352470398,P2_light_post,0,4.844137886053373,pair_03,21.83821431849712,S3,0.7653388056910635
True,519.1353848734896,0.4608077108860016,A1_lightglue,19,4.787290027915238,pair_03,20.899346049245295,S3,0.6811770154162452
False,538.2301425958292,0.5216964483261108,A2_raft,0,5.704543450512911,pair_03,20.336848813993953,S3,0.6352284086549823
True,499.1340697865007,0.4468076527118683,A3_learned,19,4.976599417041677,pair_03,20.994160994367725,S3,0.6881737811599277
True,31.033170311679417,0.3693547248840332,P3_fidelity_lg,19,5.579477463415567,pair_03,24.293245780010345,S3,0.8361604562691014
,12.789021873514534,0.37186199426651,Base_M1,,8.391675299598552,pair_04,24.58907947264942,S3,0.8488816604537228
False,15.579973952391498,0.3694295883178711,B1_lanczos,0,8.346504026754715,pair_04,24.583417636874966,S3,0.8467993243590075
True,812.0537919788602,0.4775117337703705,B2_homog_alpha,6,5.869850621990943,pair_04,18.5373866888932,S3,0.7347031132673322
False,96.1485697858843,0.5206153392791748,B3_affine_alpha,0,5.734810719140024,pair_04,16.1760922289351,S3,0.7409736916027664
False,96.1485697858843,0.5206153392791748,V2_affine_only,0,5.734810719140024,pair_04,16.1760922289351,S3,0.7409736916027664
False,96.1485697858843,0.5206153392791748,V3_affine_flow,0,5.734810719140024,pair_04,16.1760922289351,S3,0.7409736916027664
False,654.5487400144792,0.5246679186820984,V4_affine_lab,0,5.37037435802306,pair_04,20.490340738481642,S3,0.6335255541883752
False,37.85150781204399,0.3939546048641205,V5_full_nopost,0,5.821946995293297,pair_04,24.496924103556456,S3,0.8295830017918577
False,654.5487400144792,0.5246679186820984,V5_full,0,5.37037435802306,pair_04,20.490340738481642,S3,0.6335255541883752
False,37.85150781204399,0.3939546048641205,P1_fidelity,0,5.821946995293297,pair_04,24.496924103556456,S3,0.8295830017918577
False,188.23071352416582,0.415988564491272,P2_light_post,0,4.678678604076381,pair_04,22.074779263094293,S3,0.7637997450143902
True,539.4845864251033,0.47359639406204224,A1_lightglue,19,4.777004530473344,pair_04,20.887431448182472,S3,0.6697977593898673
False,654.5487400144792,0.5246679186820984,A2_raft,0,5.37037435802306,pair_04,20.490340738481642,S3,0.6335255541883752
True,593.4319677036069,0.4599246680736542,A3_learned,19,5.1012047967204515,pair_04,20.881651516341226,S3,0.6775301034885279
True,31.72871249659722,0.3695363998413086,P3_fidelity_lg,19,5.355894803308895,pair_04,24.53616209796695,S3,0.8376647986269149
,17.17656979153538,0.3370223939418793,Base_M1,,6.685625292851387,pair_05,22.01146036506508,S3,0.8084265388878352
False,19.493081249972878,0.3332376480102539,B1_lanczos,0,6.441289455133017,pair_05,22.00740097910937,S3,0.8065768239172638
True,207.1400984232744,0.2635115385055542,B2_homog_alpha,10,5.916660642021677,pair_05,18.18186929936933,S3,0.7635477331827909
True,265.63994218147764,0.4077361226081848,B3_affine_alpha,4,5.456769469471714,pair_05,15.772350172530562,S3,0.6993115857353877
True,265.63994218147764,0.4077361226081848,V2_affine_only,4,5.456769469471714,pair_05,15.772350172530562,S3,0.6993115857353877
True,332.1913989515615,0.41755181550979614,V3_affine_flow,4,4.454569986543855,pair_05,15.783639214266135,S3,0.700259406432108
True,3004.672605148921,0.5207853317260742,V4_affine_lab,4,5.18776620036041,pair_05,17.070298047278417,S3,0.6307798389238378
True,56.22768802018201,0.3239097595214844,V5_full_nopost,4,5.33681361408514,pair_05,21.96339052423547,S3,0.7973244498048497
True,1266.8007504372754,0.528584361076355,V5_full,4,4.779904684128061,pair_05,18.269024871627018,S3,0.6488478633829087
True,56.22768802018201,0.3239097595214844,P1_fidelity,4,5.33681361408514,pair_05,21.96339052423547,S3,0.7973244498048497
True,350.95564580793314,0.4004341959953308,P2_light_post,4,4.489271683716576,pair_05,20.352884569629587,S3,0.7531668798916977
True,1808.9361613849815,0.4756644666194916,A1_lightglue,21,5.102643337410115,pair_05,18.18890730184185,S3,0.6694298618584159
True,1033.6249900842447,0.5055547952651978,A2_raft,4,4.717337396881651,pair_05,18.397434876630953,S3,0.6596955247782941
True,1153.1596295631703,0.475835382938385,A3_learned,21,5.096109530949064,pair_05,18.478457567757683,S3,0.6783580436942115
True,83.99477031113268,0.3124069571495056,P3_fidelity_lg,21,5.452947894347495,pair_05,21.933511095240664,S3,0.7986817621342059
,9.996038020830886,0.3324645459651947,Base_M1,,7.584601717131937,pair_06,27.454062423184652,S3,0.8595540444592615
False,12.047736458202044,0.32816973328590393,B1_lanczos,0,7.389602611215231,pair_06,27.443716583449746,S3,0.8576523172004616
True,55.42406243853733,0.3348899185657501,B2_homog_alpha,21,4.150133826750427,pair_06,19.531828591501096,S3,0.7786476898626771
False,64.72615624989153,0.4242240786552429,B3_affine_alpha,0,3.856034942037659,pair_06,18.23598949970687,S3,0.746958061550617
False,64.72615624989153,0.4242240786552429,V2_affine_only,0,3.856034942037659,pair_06,18.23598949970687,S3,0.746958061550617
False,64.72615624989153,0.4242240786552429,V3_affine_flow,0,3.856034942037659,pair_06,18.23598949970687,S3,0.746958061550617
False,477.1648004267253,0.541759192943573,V4_affine_lab,0,4.759112756885572,pair_06,19.656032815759904,S3,0.6656419750942493
False,21.985356769224992,0.33219173550605774,V5_full_nopost,0,4.948164627350763,pair_06,27.384211726488044,S3,0.8493004249671785
False,477.1648004267253,0.541759192943573,V5_full,0,4.759112756885572,pair_06,19.656032815759904,S3,0.6656419750942493
False,21.985356769224992,0.33219173550605774,P1_fidelity,0,4.948164627350763,pair_06,27.384211726488044,S3,0.8493004249671785
False,126.2731145589193,0.3945680856704712,P2_light_post,0,4.256889003767907,pair_06,22.288248051374207,S3,0.7913124512185377
True,326.32308436905817,0.45736581087112427,A1_lightglue,21,4.8011436749818115,pair_06,20.510172529212845,S3,0.7130858850560391
False,477.1648004267253,0.541759192943573,A2_raft,0,4.759112756885572,pair_06,19.656032815759904,S3,0.6656419750942493
True,351.18423328317573,0.4583335518836975,A3_learned,21,4.630020410502857,pair_06,20.478790118355423,S3,0.7127952559064719
True,16.60775572890597,0.3237875998020172,P3_fidelity_lg,21,5.3682123718663535,pair_06,27.414816945587642,S3,0.8553222182324308
,9.792361458294272,0.3017173409461975,Base_M1,,8.361993786594187,pair_07,26.880313240762423,S3,0.8714247067696134
False,11.8073588534611,0.2970507740974426,B1_lanczos,0,7.79832945138537,pair_07,26.870935992783803,S3,0.8696160944660758
True,53.16488280865853,0.3003753423690796,B2_homog_alpha,24,4.7551833230975085,pair_07,20.001939647270216,S3,0.8044127431952974
True,40.53036614546197,0.4801746904850006,B3_affine_alpha,6,4.977704964941635,pair_07,15.540391243168415,S3,0.7098110782978608
True,40.53036614546197,0.4801746904850006,V2_affine_only,6,4.977704964941635,pair_07,15.540391243168415,S3,0.7098110782978608
True,53.09137655087649,0.4811156690120697,V3_affine_flow,6,4.0750669925877485,pair_07,15.532244076947684,S3,0.7061141723776315
True,380.0607264877319,0.5374407172203064,V4_affine_lab,6,4.597969132613132,pair_07,19.747595964803732,S3,0.6641578440463324
True,16.956559373349616,0.30393901467323303,V5_full_nopost,6,5.625976962619079,pair_07,26.816774946441015,S3,0.85921065735771
True,334.9507009991278,0.5285861492156982,V5_full,6,4.536332618709869,pair_07,19.874413061364667,S3,0.6700369057335407
True,16.956559373349616,0.30393901467323303,P1_fidelity,6,5.625976962619079,pair_07,26.816774946441015,S3,0.85921065735771
True,91.81772551528611,0.39834681153297424,P2_light_post,6,4.339370510765574,pair_07,22.03527513311661,S3,0.7944874855829513
True,353.221810224348,0.4566376209259033,A1_lightglue,21,5.045017789311989,pair_07,20.27965261887318,S3,0.707974487224327
True,491.9037222120961,0.5265926122665405,A2_raft,6,4.8815713835673815,pair_07,19.879767431548252,S3,0.6688472830188955
True,329.40690621123997,0.44972217082977295,A3_learned,21,5.18465593193081,pair_07,20.32425028470172,S3,0.7144638251280998
True,18.19690572650796,0.2957371771335602,P3_fidelity_lg,21,5.700753042139817,pair_07,26.837804800429335,S3,0.8645106887299975
,5.800282291656903,0.2655121386051178,Base_M1,,9.812432608343473,pair_08,26.173469489652682,S3,0.8956931942774409
False,8.175508332854823,0.26084133982658386,B1_lanczos,0,9.050200297253435,pair_08,26.16544574800966,S3,0.8936924757152904
True,79.67519062195203,0.386849582195282,B2_homog_alpha,10,9.501349036254474,pair_08,17.326557068559747,S3,0.8083470123928114
False,74.12653435963436,0.42925721406936646,B3_affine_alpha,0,5.767230585558728,pair_08,16.23031324856064,S3,0.7745009601176478
False,74.12653435963436,0.42925721406936646,V2_affine_only,0,5.767230585558728,pair_08,16.23031324856064,S3,0.7745009601176478
False,74.12653435963436,0.42925721406936646,V3_affine_flow,0,5.767230585558728,pair_08,16.23031324856064,S3,0.7745009601176478
False,451.09122173979085,0.5210935473442078,V4_affine_lab,0,5.648481130722417,pair_08,21.89030316806751,S3,0.6876029030192002
False,21.92615416056316,0.2910243272781372,V5_full_nopost,0,5.978510569922235,pair_08,26.090498009042136,S3,0.8775144961745655
False,451.09122173979085,0.5210935473442078,V5_full,0,5.648481130722417,pair_08,21.89030316806751,S3,0.6876029030192002
False,21.92615416056316,0.2910243272781372,P1_fidelity,0,5.978510569922235,pair_08,26.090498009042136,S3,0.8775144961745655
False,122.34874944142555,0.3702537417411804,P2_light_post,0,4.955179411821111,pair_08,23.653170768190385,S3,0.8130890851158605
True,371.37422601853723,0.44055888056755066,A1_lightglue,22,5.176596798087848,pair_08,22.41039746841425,S3,0.7352920903694249
False,451.09122173979085,0.5210935473442078,A2_raft,0,5.648481130722417,pair_08,21.89030316806751,S3,0.6876029030192002
